[2017-11-26 10:10:59] INFO - FastDFS v5.10, base_path=/home/mj/workspace/go/src/LvHm/fastdfs/tracker, run_by_group=, run_by_user=, connect_timeout=30s, network_timeout=60s, port=22122, bind_addr=120.78.214.107, max_connections=256, accept_threads=1, work_threads=4, min_buff_size=8192, max_buff_size=131072, store_lookup=2, store_group=, store_server=0, store_path=0, reserved_storage_space=10.00%, download_server=0, allow_ip_count=-1, sync_log_buff_interval=10s, check_active_interval=120s, thread_stack_size=64 KB, storage_ip_changed_auto_adjust=1, storage_sync_file_max_delay=86400s, storage_sync_file_max_time=300s, use_trunk_file=0, slot_min_size=256, slot_max_size=16 MB, trunk_file_size=64 MB, trunk_create_file_advance=0, trunk_create_file_time_base=02:00, trunk_create_file_interval=86400, trunk_create_file_space_threshold=20 GB, trunk_init_check_occupying=0, trunk_init_reload_from_binlog=0, trunk_compress_binlog_min_interval=0, use_storage_id=0, id_type_in_filename=ip, storage_id_count=0, rotate_error_log=0, error_log_rotate_time=00:00, rotate_error_log_size=0, log_file_keep_days=0, store_slave_file_use_link=0, use_connection_pool=0, g_connection_pool_max_idle_time=3600s
[2017-11-26 10:10:59] ERROR - file: sockopt.c, line: 864, bind port 22122 failed, errno: 99, error info: Cannot assign requested address.
[2017-11-26 10:10:59] CRIT - exit abnormally!

[2017-11-26 10:14:15] INFO - FastDFS v5.10, base_path=/home/mj/workspace/go/src/LvHm/fastdfs/tracker, run_by_group=, run_by_user=, connect_timeout=30s, network_timeout=60s, port=22122, bind_addr=192.168.1.51, max_connections=256, accept_threads=1, work_threads=4, min_buff_size=8192, max_buff_size=131072, store_lookup=2, store_group=, store_server=0, store_path=0, reserved_storage_space=10.00%, download_server=0, allow_ip_count=-1, sync_log_buff_interval=10s, check_active_interval=120s, thread_stack_size=64 KB, storage_ip_changed_auto_adjust=1, storage_sync_file_max_delay=86400s, storage_sync_file_max_time=300s, use_trunk_file=0, slot_min_size=256, slot_max_size=16 MB, trunk_file_size=64 MB, trunk_create_file_advance=0, trunk_create_file_time_base=02:00, trunk_create_file_interval=86400, trunk_create_file_space_threshold=20 GB, trunk_init_check_occupying=0, trunk_init_reload_from_binlog=0, trunk_compress_binlog_min_interval=0, use_storage_id=0, id_type_in_filename=ip, storage_id_count=0, rotate_error_log=0, error_log_rotate_time=00:00, rotate_error_log_size=0, log_file_keep_days=0, store_slave_file_use_link=0, use_connection_pool=0, g_connection_pool_max_idle_time=3600s
[2017-11-26 10:34:07] CRIT - file: fdfs_trackerd.c, line: 450, catch signal 15, program exiting...
[2017-11-26 10:34:08] INFO - exit normally.

[2017-11-26 10:34:09] INFO - FastDFS v5.10, base_path=/home/mj/workspace/go/src/LvHm/fastdfs/tracker, run_by_group=, run_by_user=, connect_timeout=30s, network_timeout=60s, port=22122, bind_addr=192.168.1.51, max_connections=256, accept_threads=1, work_threads=4, min_buff_size=8192, max_buff_size=131072, store_lookup=2, store_group=, store_server=0, store_path=0, reserved_storage_space=10.00%, download_server=0, allow_ip_count=-1, sync_log_buff_interval=10s, check_active_interval=120s, thread_stack_size=64 KB, storage_ip_changed_auto_adjust=1, storage_sync_file_max_delay=86400s, storage_sync_file_max_time=300s, use_trunk_file=0, slot_min_size=256, slot_max_size=16 MB, trunk_file_size=64 MB, trunk_create_file_advance=0, trunk_create_file_time_base=02:00, trunk_create_file_interval=86400, trunk_create_file_space_threshold=20 GB, trunk_init_check_occupying=0, trunk_init_reload_from_binlog=0, trunk_compress_binlog_min_interval=0, use_storage_id=0, id_type_in_filename=ip, storage_id_count=0, rotate_error_log=0, error_log_rotate_time=00:00, rotate_error_log_size=0, log_file_keep_days=0, store_slave_file_use_link=0, use_connection_pool=0, g_connection_pool_max_idle_time=3600s
[2017-11-26 10:34:19] INFO - file: tracker_relationship.c, line: 389, selecting leader...
[2017-11-26 10:34:20] INFO - file: tracker_relationship.c, line: 407, I am the new tracker leader 192.168.1.51:22122
[2017-11-26 15:11:01] ERROR - file: tracker_nio.c, line: 213, client ip: 192.168.1.51, recv timeout, recv offset: 0, expect length: 0
[2017-11-26 19:33:29] INFO - FastDFS v5.10, base_path=/home/mj/workspace/go/src/LvHm/fastdfs/tracker, run_by_group=, run_by_user=, connect_timeout=30s, network_timeout=60s, port=22122, bind_addr=192.168.1.51, max_connections=256, accept_threads=1, work_threads=4, min_buff_size=8192, max_buff_size=131072, store_lookup=2, store_group=, store_server=0, store_path=0, reserved_storage_space=10.00%, download_server=0, allow_ip_count=-1, sync_log_buff_interval=10s, check_active_interval=120s, thread_stack_size=64 KB, storage_ip_changed_auto_adjust=1, storage_sync_file_max_delay=86400s, storage_sync_file_max_time=300s, use_trunk_file=0, slot_min_size=256, slot_max_size=16 MB, trunk_file_size=64 MB, trunk_create_file_advance=0, trunk_create_file_time_base=02:00, trunk_create_file_interval=86400, trunk_create_file_space_threshold=20 GB, trunk_init_check_occupying=0, trunk_init_reload_from_binlog=0, trunk_compress_binlog_min_interval=0, use_storage_id=0, id_type_in_filename=ip, storage_id_count=0, rotate_error_log=0, error_log_rotate_time=00:00, rotate_error_log_size=0, log_file_keep_days=0, store_slave_file_use_link=0, use_connection_pool=0, g_connection_pool_max_idle_time=3600s
[2017-11-26 19:33:29] ERROR - file: sockopt.c, line: 864, bind port 22122 failed, errno: 98, error info: Address already in use.
[2017-11-26 19:33:29] CRIT - exit abnormally!

[2017-11-26 19:53:07] INFO - FastDFS v5.10, base_path=/home/mj/workspace/go/src/LvHm/fastdfs/tracker, run_by_group=, run_by_user=, connect_timeout=30s, network_timeout=60s, port=22122, bind_addr=192.168.1.51, max_connections=256, accept_threads=1, work_threads=4, min_buff_size=8192, max_buff_size=131072, store_lookup=2, store_group=, store_server=0, store_path=0, reserved_storage_space=10.00%, download_server=0, allow_ip_count=-1, sync_log_buff_interval=10s, check_active_interval=120s, thread_stack_size=64 KB, storage_ip_changed_auto_adjust=1, storage_sync_file_max_delay=86400s, storage_sync_file_max_time=300s, use_trunk_file=0, slot_min_size=256, slot_max_size=16 MB, trunk_file_size=64 MB, trunk_create_file_advance=0, trunk_create_file_time_base=02:00, trunk_create_file_interval=86400, trunk_create_file_space_threshold=20 GB, trunk_init_check_occupying=0, trunk_init_reload_from_binlog=0, trunk_compress_binlog_min_interval=0, use_storage_id=0, id_type_in_filename=ip, storage_id_count=0, rotate_error_log=0, error_log_rotate_time=00:00, rotate_error_log_size=0, log_file_keep_days=0, store_slave_file_use_link=0, use_connection_pool=0, g_connection_pool_max_idle_time=3600s
[2017-11-26 19:53:07] ERROR - file: sockopt.c, line: 864, bind port 22122 failed, errno: 98, error info: Address already in use.
[2017-11-26 19:53:07] CRIT - exit abnormally!

[2017-11-26 20:29:58] INFO - FastDFS v5.10, base_path=/home/mj/workspace/go/src/LvHm/fastdfs/tracker, run_by_group=, run_by_user=, connect_timeout=30s, network_timeout=60s, port=22122, bind_addr=192.168.1.51, max_connections=256, accept_threads=1, work_threads=4, min_buff_size=8192, max_buff_size=131072, store_lookup=2, store_group=, store_server=0, store_path=0, reserved_storage_space=10.00%, download_server=0, allow_ip_count=-1, sync_log_buff_interval=10s, check_active_interval=120s, thread_stack_size=64 KB, storage_ip_changed_auto_adjust=1, storage_sync_file_max_delay=86400s, storage_sync_file_max_time=300s, use_trunk_file=0, slot_min_size=256, slot_max_size=16 MB, trunk_file_size=64 MB, trunk_create_file_advance=0, trunk_create_file_time_base=02:00, trunk_create_file_interval=86400, trunk_create_file_space_threshold=20 GB, trunk_init_check_occupying=0, trunk_init_reload_from_binlog=0, trunk_compress_binlog_min_interval=0, use_storage_id=0, id_type_in_filename=ip, storage_id_count=0, rotate_error_log=0, error_log_rotate_time=00:00, rotate_error_log_size=0, log_file_keep_days=0, store_slave_file_use_link=0, use_connection_pool=0, g_connection_pool_max_idle_time=3600s
[2017-11-26 20:29:58] ERROR - file: sockopt.c, line: 864, bind port 22122 failed, errno: 98, error info: Address already in use.
[2017-11-26 20:29:58] CRIT - exit abnormally!

[2017-11-30 08:42:02] INFO - FastDFS v5.10, base_path=/home/mj/workspace/go/src/LvHm/fastdfs/tracker, run_by_group=, run_by_user=, connect_timeout=30s, network_timeout=60s, port=22122, bind_addr=192.168.1.51, max_connections=256, accept_threads=1, work_threads=4, min_buff_size=8192, max_buff_size=131072, store_lookup=2, store_group=, store_server=0, store_path=0, reserved_storage_space=10.00%, download_server=0, allow_ip_count=-1, sync_log_buff_interval=10s, check_active_interval=120s, thread_stack_size=64 KB, storage_ip_changed_auto_adjust=1, storage_sync_file_max_delay=86400s, storage_sync_file_max_time=300s, use_trunk_file=0, slot_min_size=256, slot_max_size=16 MB, trunk_file_size=64 MB, trunk_create_file_advance=0, trunk_create_file_time_base=02:00, trunk_create_file_interval=86400, trunk_create_file_space_threshold=20 GB, trunk_init_check_occupying=0, trunk_init_reload_from_binlog=0, trunk_compress_binlog_min_interval=0, use_storage_id=0, id_type_in_filename=ip, storage_id_count=0, rotate_error_log=0, error_log_rotate_time=00:00, rotate_error_log_size=0, log_file_keep_days=0, store_slave_file_use_link=0, use_connection_pool=0, g_connection_pool_max_idle_time=3600s
[2017-11-30 08:42:03] INFO - file: tracker_relationship.c, line: 389, selecting leader...
[2017-11-30 08:42:04] INFO - file: tracker_relationship.c, line: 407, I am the new tracker leader 192.168.1.51:22122
[2017-11-30 08:43:00] CRIT - file: fdfs_trackerd.c, line: 450, catch signal 15, program exiting...
[2017-11-30 08:43:00] INFO - exit normally.

[2017-11-30 08:43:01] INFO - FastDFS v5.10, base_path=/home/mj/workspace/go/src/LvHm/fastdfs/tracker, run_by_group=, run_by_user=, connect_timeout=30s, network_timeout=60s, port=22122, bind_addr=192.168.1.51, max_connections=256, accept_threads=1, work_threads=4, min_buff_size=8192, max_buff_size=131072, store_lookup=2, store_group=, store_server=0, store_path=0, reserved_storage_space=10.00%, download_server=0, allow_ip_count=-1, sync_log_buff_interval=10s, check_active_interval=120s, thread_stack_size=64 KB, storage_ip_changed_auto_adjust=1, storage_sync_file_max_delay=86400s, storage_sync_file_max_time=300s, use_trunk_file=0, slot_min_size=256, slot_max_size=16 MB, trunk_file_size=64 MB, trunk_create_file_advance=0, trunk_create_file_time_base=02:00, trunk_create_file_interval=86400, trunk_create_file_space_threshold=20 GB, trunk_init_check_occupying=0, trunk_init_reload_from_binlog=0, trunk_compress_binlog_min_interval=0, use_storage_id=0, id_type_in_filename=ip, storage_id_count=0, rotate_error_log=0, error_log_rotate_time=00:00, rotate_error_log_size=0, log_file_keep_days=0, store_slave_file_use_link=0, use_connection_pool=0, g_connection_pool_max_idle_time=3600s
[2017-11-30 08:43:02] INFO - file: tracker_relationship.c, line: 389, selecting leader...
[2017-11-30 08:43:03] INFO - file: tracker_relationship.c, line: 407, I am the new tracker leader 192.168.1.51:22122
[2017-11-30 09:13:42] ERROR - file: tracker_nio.c, line: 213, client ip: 192.168.1.51, recv timeout, recv offset: 0, expect length: 0
[2017-11-30 09:13:42] ERROR - file: tracker_nio.c, line: 213, client ip: 192.168.1.51, recv timeout, recv offset: 0, expect length: 0
[2017-11-30 09:13:42] ERROR - file: tracker_nio.c, line: 213, client ip: 192.168.1.51, recv timeout, recv offset: 0, expect length: 0
[2017-11-30 09:13:42] ERROR - file: tracker_nio.c, line: 213, client ip: 192.168.1.51, recv timeout, recv offset: 0, expect length: 0
[2017-11-30 09:13:42] ERROR - file: tracker_nio.c, line: 213, client ip: 192.168.1.51, recv timeout, recv offset: 0, expect length: 0
[2017-11-30 09:13:42] ERROR - file: tracker_nio.c, line: 213, client ip: 192.168.1.51, recv timeout, recv offset: 0, expect length: 0
[2017-11-30 09:13:42] ERROR - file: tracker_nio.c, line: 213, client ip: 192.168.1.51, recv timeout, recv offset: 0, expect length: 0
[2017-11-30 09:13:42] ERROR - file: tracker_nio.c, line: 213, client ip: 192.168.1.51, recv timeout, recv offset: 0, expect length: 0
[2017-11-30 09:13:42] ERROR - file: tracker_nio.c, line: 213, client ip: 192.168.1.51, recv timeout, recv offset: 0, expect length: 0
